
Successfully installed numpy-1.20.3
[01;32mroot@template[00m:[01;34m~/critical_iot/ns-3-allinone/ns-3.33[00m# python3.8 -m pip install numpy[1P-[C[C[C[C[C[C[C[C[C[C[C[C[C[C[C[C[C[7P../../evo.py
energy: 2.15613	throughput: 125334.0
energy: 2.08495	throughput: 122628.0
energy: 0.568191	throughput: 30621.0
energy: 0.569043	throughput: 30621.0
energy: 0.578558	throughput: 30621.0
energy: 0.578558	throughput: 30621.0
energy: 0.627466	throughput: 125361.0
energy: 0.629483	throughput: 128063.0
energy: 0.628404	throughput: 128068.0
energy: 0.641651	throughput: 127936.0
energy: 0.641651	throughput: 127936.0
energy: 0.659271	throughput: 118702.0
energy: 0.659271	throughput: 118702.0
energy: 0.687844	throughput: 118829.0
energy: 2.11517	throughput: 128071.0
energy: 2.10603	throughput: 118867.0
energy: 0.567937	throughput: 30621.0
energy: 0.5794	throughput: 30621.0
energy: 0.597127	throughput: 28748.0
[[0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 5, 80, 0, 0, 800, 1, 0, 1, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 4, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 4, 5.005272772233789e-06], [0, 6, 80, 0, 1, 1600, 0, 0, 3, 5.0154061405702845e-06], [0, 6, 80, 0, 1, 1600, 0, 0, 3, 5.0154061405702845e-06], [0, 5, 80, 0, 0, 800, 1, 1, 4, 5.0154061405702845e-06], [0, 6, 40, 1, 0, 1600, 0, 0, 4, 5.554000775050126e-06], [0, 6, 40, 1, 0, 1600, 0, 0, 4, 5.554000775050126e-06], [0, 5, 40, 1, 1, 1600, 0, 0, 1, 5.788519637462236e-06], [1, 5, 80, 0, 0, 1, 1, 1, 3, 1.651560462555926e-05], [1, 5, 80, 0, 1, 1, 0, 1, 14, 1.7002234399973905e-05], [1, 5, 20, 1, 0, 0, 0, 0, 18, 1.7717533041130004e-05], [0, 6, 160, 0, 0, 800, 0, 0, 7, 1.854730413768329e-05], [0, 5, 80, 0, 0, 1600, 1, 1, 7, 1.8555599098657783e-05], [0, 6, 20, 0, 1, 1600, 1, 0, 6, 1.8894157604258517e-05], [0, 6, 20, 0, 1, 1600, 1, 0, 6, 1.8894157604258517e-05], [0, 6, 80, 0, 0, 3200, 0, 1, 11, 1.8921655073315698e-05], [0, 6, 20, 1, 1, 1600, 1, 1, 6, 2.0771079727285376e-05]]
Run: 10	 Scenario: 0
energy: 2.11517	throughput: 128071.0
energy: 0.569043	throughput: 30621.0
energy: 0.589407	throughput: 28748.0
energy: 0.589407	throughput: 28748.0
energy: 0.589407	throughput: 28748.0
energy: 0.627466	throughput: 125361.0
energy: 0.638104	throughput: 128066.0
energy: 0.629483	throughput: 128063.0
energy: 0.64326	throughput: 127979.0
energy: 0.64326	throughput: 127979.0
energy: 0.669502	throughput: 118719.0
energy: 0.659271	throughput: 118702.0
energy: 0.685188	throughput: 118780.0
energy: 2.09154	throughput: 118789.0
energy: 2.09501	throughput: 118869.0
energy: 0.578989	throughput: 30621.0
energy: 0.652684	throughput: 127987.0
energy: 0.735679	throughput: 118984.0
[[0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 2, 4.982618337419768e-06], [0, 5, 80, 0, 0, 800, 0, 1, 4, 5.005272772233789e-06], [0, 6, 80, 0, 1, 1600, 1, 1, 3, 5.0262933762570425e-06], [0, 6, 80, 0, 1, 1600, 1, 1, 3, 5.0262933762570425e-06], [0, 5, 80, 1, 0, 800, 1, 0, 1, 5.0262933762570425e-06], [0, 5, 20, 0, 1, 1600, 1, 0, 2, 5.09961167931118e-06], [0, 5, 40, 1, 1, 800, 0, 0, 1, 5.7685468934164e-06], [0, 6, 20, 1, 1, 3200, 0, 1, 0, 6.183007799367982e-06], [1, 5, 20, 0, 0, 0, 0, 0, 3, 1.651560462555926e-05], [1, 5, 160, 1, 0, 0, 0, 1, 13, 1.760718585054172e-05], [1, 5, 160, 1, 1, 1, 0, 1, 14, 1.7624527841573496e-05], [0, 5, 20, 0, 0, 1600, 0, 1, 9, 1.8583423140981677e-05], [0, 6, 40, 0, 1, 3200, 0, 0, 8, 1.890823291205382e-05], [0, 5, 20, 1, 0, 1600, 1, 0, 10, 2.0502539307082233e-05], [0, 5, 20, 1, 0, 1600, 1, 0, 10, 2.0502539307082233e-05], [0, 5, 20, 1, 0, 1600, 1, 0, 10, 2.0502539307082233e-05], [0, 6, 160, 1, 0, 1600, 0, 0, 4, 2.0502539307082233e-05]]
Run: 11	 Scenario: 0
energy: 2.17921	throughput: 119160.0
energy: 0.579475	throughput: 28748.0
energy: 0.579886	throughput: 28748.0
energy: 0.579886	throughput: 28748.0
energy: 0.579886	throughput: 28748.0
energy: 0.639898	throughput: 128068.0
energy: 0.639898	throughput: 128068.0
energy: 0.639898	throughput: 128068.0
energy: 0.639898	throughput: 128068.0
energy: 0.639973	throughput: 128069.0
energy: 0.628404	throughput: 128068.0
energy: 0.628404	throughput: 128068.0
energy: 0.628905	throughput: 128071.0
energy: 2.1307	throughput: 128061.0
energy: 0.579317	throughput: 30621.0
energy: 0.581321	throughput: 30621.0
energy: 0.589392	throughput: 28748.0
energy: 0.599191	throughput: 30621.0
[[0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 1, 0, 1600, 1, 0, 6, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 0, 1, 4, 4.915416630876991e-06], [0, 5, 20, 0, 0, 1600, 1, 0, 4, 4.997095315806323e-06], [0, 5, 20, 0, 0, 1600, 1, 0, 4, 4.997095315806323e-06], [1, 5, 20, 0, 0, 1, 0, 0, 2, 1.6638164624671055e-05], [0, 6, 20, 0, 0, 1600, 0, 1, 1, 1.828810003356831e-05], [0, 6, 80, 0, 1, 1600, 1, 1, 6, 1.8918944515201986e-05], [0, 5, 20, 0, 1, 1600, 1, 0, 9, 1.898438979785115e-05], [0, 6, 40, 0, 1, 1600, 0, 0, 10, 1.9567976225466185e-05], [0, 5, 20, 0, 0, 1600, 1, 1, 2, 2.015705440378461e-05], [0, 5, 20, 0, 0, 1600, 1, 1, 2, 2.015705440378461e-05], [0, 5, 20, 0, 0, 1600, 1, 1, 2, 2.015705440378461e-05], [0, 5, 20, 0, 0, 1600, 1, 1, 2, 2.015705440378461e-05], [0, 5, 20, 1, 0, 1600, 1, 1, 9, 2.017135105050786e-05], [0, 5, 20, 1, 0, 1600, 1, 1, 9, 2.017135105050786e-05], [1, 5, 40, 1, 1, 0, 0, 0, 1, 2.017135105050786e-05], [0, 5, 20, 1, 0, 1600, 1, 1, 9, 2.017135105050786e-05], [0, 6, 80, 1, 0, 1600, 1, 0, 11, 2.0502017531654376e-05]]
Run: 12	 Scenario: 0
energy: 2.11517	throughput: 128071.0
energy: 2.11123	throughput: 127968.0
energy: 2.11123	throughput: 127968.0
energy: 2.12986	throughput: 118832.0
energy: 2.14115	throughput: 118909.0
energy: 0.569086	throughput: 30621.0
energy: 0.569086	throughput: 30621.0
energy: 0.569086	throughput: 30621.0
energy: 0.628404	throughput: 128068.0
energy: 0.671243	throughput: 118779.0
energy: 0.671243	throughput: 118779.0
energy: 0.661039	throughput: 118735.0
energy: 0.661039	throughput: 118735.0
energy: 2.09164	throughput: 128079.0
energy: 2.09164	throughput: 128079.0
energy: 0.569086	throughput: 30621.0
energy: 0.649399	throughput: 83396.7
energy: 0.678366	throughput: 118833.0
[[0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [1, 5, 20, 1, 0, 1, 0, 0, 2, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 1, 0, 1600, 1, 0, 6, 4.9105964660227536e-06], [0, 5, 20, 1, 0, 1600, 0, 1, 3, 5.567347454415295e-06], [0, 5, 20, 1, 0, 1600, 0, 1, 3, 5.567347454415295e-06], [1, 5, 20, 0, 0, 1, 0, 0, 3, 5.567347454415295e-06], [0, 6, 20, 0, 0, 1600, 1, 0, 4, 5.651192550871787e-06], [0, 5, 40, 1, 1, 3200, 1, 1, 4, 5.708565802428618e-06], [0, 5, 160, 1, 0, 800, 1, 0, 5, 7.786866866434762e-06], [1, 5, 40, 0, 0, 1, 0, 1, 6, 1.633085829839396e-05], [1, 5, 40, 0, 0, 0, 1, 1, 6, 1.633085829839396e-05], [0, 6, 20, 0, 0, 1600, 1, 0, 9, 1.6498108902225556e-05], [0, 6, 20, 0, 0, 1600, 1, 0, 9, 1.6498108902225556e-05], [0, 5, 20, 0, 0, 1600, 1, 0, 9, 1.651560462555926e-05], [1, 5, 20, 1, 0, 0, 1, 0, 9, 1.7923286656792783e-05], [1, 5, 40, 0, 1, 0, 0, 1, 10, 1.8584827406028542e-05], [0, 6, 20, 1, 0, 1600, 0, 0, 2, 1.8584827406028542e-05], [0, 6, 20, 1, 0, 1600, 0, 0, 2, 1.8584827406028542e-05], [1, 5, 40, 0, 1, 0, 0, 1, 10, 1.8584827406028542e-05], [0, 6, 20, 0, 0, 1600, 1, 0, 9, 1.8584827406028542e-05]]
Run: 13	 Scenario: 0
energy: 2.11517	throughput: 128071.0
energy: 2.09671	throughput: 118755.0
energy: 2.15365	throughput: 119029.0
energy: 2.15365	throughput: 119029.0
energy: 2.15365	throughput: 119029.0
energy: 0.670744	throughput: 128052.0
energy: 0.670744	throughput: 128052.0
energy: 0.670744	throughput: 128052.0
energy: 0.632138	throughput: 128060.0
energy: 0.63045	throughput: 128074.0
energy: 0.63045	throughput: 128074.0
energy: 0.711268	throughput: 118790.0
energy: 0.711268	throughput: 118790.0
energy: 2.09202	throughput: 128078.0
energy: 2.12575	throughput: 127897.0
energy: 2.10451	throughput: 128080.0
energy: 2.09559	throughput: 128023.0
energy: 0.588594	throughput: 28748.0
[[0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [1, 5, 20, 1, 0, 1, 0, 0, 2, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 80, 0, 0, 1600, 0, 1, 3, 4.922544778799756e-06], [0, 5, 80, 0, 0, 1600, 0, 1, 3, 4.922544778799756e-06], [0, 6, 80, 0, 0, 1600, 1, 1, 0, 5.2380595383125605e-06], [0, 6, 80, 0, 0, 1600, 1, 1, 0, 5.2380595383125605e-06], [0, 6, 80, 0, 0, 1600, 1, 1, 0, 5.2380595383125605e-06], [0, 6, 20, 0, 0, 3200, 0, 0, 3, 5.2380595383125605e-06], [1, 5, 20, 0, 0, 1, 0, 1, 3, 5.2380595383125605e-06], [0, 6, 20, 1, 0, 1600, 0, 1, 0, 5.9876083845441534e-06], [0, 6, 20, 1, 0, 1600, 0, 1, 0, 5.9876083845441534e-06], [1, 5, 40, 0, 0, 1, 1, 1, 11, 1.6333952747544467e-05], [1, 5, 40, 0, 1, 1, 0, 1, 6, 1.6368855596260046e-05], [1, 5, 80, 0, 0, 0, 1, 1, 17, 1.643121486570893e-05], [1, 5, 20, 0, 1, 1, 0, 0, 9, 1.6620796422120927e-05], [1, 5, 20, 1, 1, 0, 1, 0, 2, 1.809348982180813e-05], [1, 5, 20, 1, 1, 0, 1, 0, 2, 1.809348982180813e-05], [1, 5, 20, 1, 0, 1, 1, 0, 6, 1.809348982180813e-05], [1, 5, 20, 1, 1, 0, 1, 0, 2, 1.809348982180813e-05], [0, 6, 80, 1, 0, 800, 1, 1, 11, 2.047425907889244e-05]]
Run: 14	 Scenario: 0
energy: 2.25204	throughput: 117616.0
energy: 2.25204	throughput: 117616.0
energy: 2.16804	throughput: 119127.0
energy: 2.16804	throughput: 119127.0
energy: 2.12344	throughput: 118830.0
energy: 2.15365	throughput: 119029.0
energy: 2.13202	throughput: 119023.0
energy: 0.67354	throughput: 128055.0
energy: 0.639898	throughput: 128068.0
energy: 0.626735	throughput: 128076.0
energy: 0.626735	throughput: 128076.0
energy: 0.63045	throughput: 128074.0
energy: 0.626735	throughput: 128076.0
energy: 2.25165	throughput: 114919.0
energy: 2.25165	throughput: 114919.0
energy: 2.08025	throughput: 111446.0
energy: 2.09465	throughput: 118777.0
energy: 0.59081	throughput: 28748.0
[[0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [1, 5, 20, 1, 0, 1, 0, 0, 2, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 20, 1, 0, 0, 1, 0, 6, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 6, 80, 0, 0, 3200, 1, 1, 0, 4.99654870849861e-06], [1, 5, 20, 1, 0, 1, 1, 1, 19, 1.7635148218931276e-05], [1, 5, 20, 1, 0, 1, 0, 1, 3, 1.786956155852899e-05], [1, 5, 20, 1, 1, 0, 1, 0, 3, 1.791267234064004e-05], [1, 5, 20, 1, 1, 1, 0, 0, 2, 1.809348982180813e-05], [1, 5, 80, 1, 0, 0, 1, 0, 1, 1.819940063965348e-05], [1, 5, 80, 1, 0, 0, 1, 0, 1, 1.819940063965348e-05], [0, 5, 80, 0, 0, 1600, 0, 1, 2, 1.819940063965348e-05], [1, 5, 80, 0, 1, 0, 0, 1, 22, 1.8665990704018088e-05], [1, 5, 20, 1, 0, 0, 0, 0, 0, 1.9147394912256835e-05], [1, 5, 20, 1, 0, 0, 0, 0, 0, 1.9147394912256835e-05], [1, 5, 80, 1, 1, 1, 1, 1, 0, 1.9593365761971478e-05], [1, 5, 40, 1, 1, 0, 0, 1, 0, 1.9593365761971478e-05], [0, 6, 160, 1, 0, 3200, 1, 0, 11, 2.0551342702101015e-05]]
Run: 15	 Scenario: 0
energy: 2.09465	throughput: 118777.0
energy: 2.08575	throughput: 118762.0
energy: 0.569043	throughput: 30621.0
energy: 0.5794	throughput: 30621.0
energy: 0.5794	throughput: 30621.0
energy: 0.632891	throughput: 128074.0
energy: 0.632891	throughput: 128074.0
energy: 0.632891	throughput: 128074.0
energy: 0.626735	throughput: 128076.0
energy: 0.626735	throughput: 128076.0
energy: 0.63045	throughput: 128074.0
energy: 0.626735	throughput: 128076.0
energy: 0.715773	throughput: 118766.0
energy: 2.1307	throughput: 128061.0
energy: 2.14835	throughput: 127841.0
energy: 0.597993	throughput: 28748.7
energy: 0.709699	throughput: 118734.0
energy: 0.66901	throughput: 118709.0
[[0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [1, 5, 20, 1, 0, 1, 0, 0, 15, 4.89346169461882e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [1, 5, 20, 1, 0, 1, 0, 0, 2, 4.906799512758847e-06], [0, 6, 80, 0, 0, 800, 0, 0, 3, 4.922544778799756e-06], [0, 6, 80, 0, 0, 800, 0, 0, 3, 4.922544778799756e-06], [0, 6, 80, 0, 0, 800, 0, 0, 3, 4.922544778799756e-06], [0, 5, 20, 0, 0, 3200, 1, 1, 3, 4.9416040726455016e-06], [0, 5, 20, 0, 0, 3200, 1, 1, 3, 4.9416040726455016e-06], [0, 6, 80, 1, 0, 3200, 1, 1, 0, 4.9416040726455016e-06], [0, 5, 20, 0, 0, 3200, 1, 1, 3, 4.9416040726455016e-06], [0, 6, 160, 1, 0, 800, 0, 0, 2, 5.635714225543135e-06], [0, 6, 80, 1, 0, 800, 0, 1, 0, 5.977217983054559e-06], [0, 6, 20, 0, 0, 1600, 1, 1, 3, 6.026750079989222e-06], [1, 5, 20, 0, 0, 0, 1, 0, 2, 1.6638164624671055e-05], [1, 5, 160, 0, 1, 0, 1, 0, 16, 1.6804859160989044e-05], [1, 5, 80, 1, 0, 1, 1, 1, 19, 1.7635148218931276e-05], [0, 5, 20, 0, 0, 1600, 0, 1, 9, 1.8583423140981677e-05], [0, 5, 80, 0, 0, 3200, 0, 1, 11, 1.8921655073315698e-05], [0, 5, 80, 0, 0, 3200, 0, 1, 11, 1.8921655073315698e-05], [0, 5, 20, 1, 1, 800, 0, 0, 7, 2.080069707499817e-05]]
Run: 16	 Scenario: 0
energy: 2.1307	throughput: 128061.0
energy: 0.591024	throughput: 28748.0
energy: 0.628196	throughput: 128079.0
energy: 0.628905	throughput: 128071.0
energy: 0.641651	throughput: 127936.0
energy: 0.641651	throughput: 127936.0
energy: 0.641651	throughput: 127936.0
energy: 0.663938	throughput: 118715.0
energy: 0.663938	throughput: 118715.0
energy: 0.663938	throughput: 118715.0
energy: 0.641566	throughput: 125195.0
energy: 0.63989	throughput: 127945.0
energy: 0.63989	throughput: 127945.0
energy: 2.11986	throughput: 127963.0
energy: 2.10958	throughput: 118955.0
energy: 0.580627	throughput: 28748.0
energy: 0.654204	throughput: 127972.0
energy: 0.672927	throughput: 87883.3
[[0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [1, 5, 20, 1, 0, 1, 0, 0, 15, 4.89346169461882e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [0, 5, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [0, 6, 20, 0, 0, 800, 1, 1, 3, 5.0154061405702845e-06], [0, 5, 40, 0, 1, 800, 1, 1, 2, 5.112087019035414e-06], [0, 5, 20, 0, 1, 1600, 1, 0, 3, 5.124533727385279e-06], [0, 5, 20, 0, 1, 1600, 1, 0, 3, 5.124533727385279e-06], [0, 5, 20, 0, 1, 1600, 1, 0, 3, 5.124533727385279e-06], [0, 5, 20, 0, 1, 1600, 1, 0, 3, 5.124533727385279e-06], [0, 5, 80, 1, 0, 3200, 0, 0, 3, 5.592705218380154e-06], [0, 5, 80, 1, 0, 3200, 0, 0, 3, 5.592705218380154e-06], [0, 5, 80, 1, 0, 3200, 0, 0, 3, 5.592705218380154e-06], [0, 5, 80, 1, 0, 3200, 0, 1, 11, 5.592705218380154e-06], [1, 5, 20, 0, 0, 1, 0, 0, 2, 5.592705218380154e-06], [0, 5, 20, 1, 1, 3200, 1, 1, 5, 7.657052022397884e-06], [1, 5, 80, 0, 1, 0, 1, 1, 3, 1.6566194915717827e-05], [1, 5, 80, 1, 1, 1, 1, 0, 11, 1.7734269261485433e-05], [0, 6, 40, 1, 0, 3200, 0, 0, 7, 2.0197126756643942e-05], [0, 6, 20, 0, 1, 800, 1, 0, 3, 2.0558786698205093e-05], [0, 6, 20, 0, 1, 800, 1, 0, 3, 2.0558786698205093e-05]]
Run: 17	 Scenario: 0
energy: 2.11986	throughput: 127963.0
energy: 2.08575	throughput: 118762.0
energy: 2.08575	throughput: 118762.0
energy: 0.570416	throughput: 30621.0
energy: 0.570416	throughput: 30621.0
energy: 0.570416	throughput: 30621.0
energy: 0.570416	throughput: 30621.0
energy: 0.579886	throughput: 28748.0
energy: 0.578599	throughput: 30621.0
energy: 0.66901	throughput: 118709.0
energy: 0.66901	throughput: 118709.0
energy: 0.663938	throughput: 118715.0
energy: 0.659239	throughput: 118741.0
energy: 2.16968	throughput: 125064.0
energy: 2.08988	throughput: 127943.0
energy: 0.568698	throughput: 30621.0
energy: 0.59807	throughput: 84134.3
^[[Aenergy: 0.664055	throughput: 128067.0
[[0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [1, 5, 20, 1, 0, 1, 0, 0, 15, 4.89346169461882e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [0, 6, 40, 0, 0, 1600, 1, 0, 0, 5.1852155512349e-06], [0, 6, 80, 1, 0, 3200, 0, 0, 3, 5.592705218380154e-06], [0, 5, 20, 1, 0, 800, 0, 0, 2, 5.635714225543135e-06], [0, 5, 20, 1, 0, 800, 0, 0, 2, 5.635714225543135e-06], [0, 5, 20, 1, 0, 1600, 0, 0, 3, 5.635714225543135e-06], [0, 5, 40, 0, 0, 800, 0, 1, 5, 7.108515789636331e-06], [1, 5, 80, 0, 1, 0, 1, 1, 19, 1.6334461439859938e-05], [1, 5, 160, 0, 1, 0, 1, 0, 8, 1.734855753854027e-05], [1, 5, 40, 1, 0, 0, 0, 0, 15, 1.756243579596167e-05], [1, 5, 40, 1, 0, 0, 0, 0, 15, 1.756243579596167e-05], [0, 5, 80, 0, 0, 3200, 0, 0, 7, 1.8572156363280103e-05], [0, 6, 20, 0, 0, 800, 0, 0, 9, 1.8628261650501292e-05], [0, 6, 20, 0, 0, 800, 0, 0, 9, 1.8628261650501292e-05], [1, 5, 20, 0, 1, 1, 1, 0, 3, 1.8628261650501292e-05], [0, 6, 20, 0, 0, 800, 0, 0, 9, 1.8628261650501292e-05], [0, 6, 20, 0, 0, 800, 0, 0, 9, 1.8628261650501292e-05], [0, 6, 20, 0, 0, 1600, 0, 1, 10, 1.8895496554652036e-05], [0, 5, 20, 1, 0, 1600, 1, 1, 9, 2.017135105050786e-05]]
Run: 18	 Scenario: 0
energy: 2.08575	throughput: 118762.0
energy: 2.15365	throughput: 119029.0
energy: 2.15365	throughput: 119029.0
energy: 2.08575	throughput: 118762.0
energy: 2.15365	throughput: 119029.0
energy: 2.10016	throughput: 118869.0
energy: 0.579728	throughput: 30620.0
energy: 0.588668	throughput: 28748.0
energy: 0.588668	throughput: 28748.0
energy: 0.624171	throughput: 95577.0
energy: 0.624171	throughput: 95577.0
energy: 0.628905	throughput: 128071.0
energy: 0.641651	throughput: 127936.0
energy: 2.09712	throughput: 128081.0
energy: 2.0847	throughput: 128082.0
energy: 2.09708	throughput: 128034.0
energy: 2.10865	throughput: 118949.0
energy: 2.09501	throughput: 118869.0
[[0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 1600, 0, 1, 3, 4.89346169461882e-06], [0, 6, 20, 0, 0, 800, 0, 0, 3, 4.89346169461882e-06], [1, 5, 20, 1, 0, 1, 0, 0, 15, 4.89346169461882e-06], [0, 5, 20, 0, 0, 1600, 1, 1, 9, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.906799512758847e-06], [0, 6, 20, 0, 0, 1600, 0, 0, 3, 4.9105964660227536e-06], [1, 5, 80, 1, 1, 0, 1, 1, 19, 5.0154061405702845e-06], [1, 5, 20, 1, 0, 1, 1, 1, 15, 6.530556514642644e-06], [1, 5, 20, 1, 0, 1, 1, 1, 15, 6.530556514642644e-06], [1, 5, 20, 0, 0, 1, 0, 0, 12, 1.6276291750597275e-05], [1, 5, 20, 0, 0, 0, 0, 1, 18, 1.6373388714953818e-05], [1, 5, 40, 0, 1, 0, 1, 1, 5, 1.6379086805067403e-05], [0, 6, 20, 0, 1, 1600, 0, 0, 3, 1.756243579596167e-05], [1, 5, 80, 1, 1, 0, 1, 0, 14, 1.7624527841573496e-05], [1, 5, 40, 1, 1, 0, 1, 1, 5, 1.7727345332873752e-05], [1, 5, 80, 1, 1, 1, 0, 0, 2, 1.809348982180813e-05], [1, 5, 80, 1, 1, 1, 0, 0, 2, 1.809348982180813e-05], [0, 6, 20, 1, 0, 800, 0, 0, 11, 1.809348982180813e-05], [1, 5, 80, 1, 1, 1, 0, 0, 2, 1.809348982180813e-05], [0, 6, 20, 1, 0, 800, 0, 0, 11, 1.809348982180813e-05], [0, 5, 80, 0, 1, 3200, 0, 0, 7, 1.8932984977139125e-05], [0, 5, 40, 0, 0, 3200, 0, 0, 5, 2.04768331710032e-05], [0, 5, 40, 0, 0, 3200, 0, 0, 5, 2.04768331710032e-05]]
Run: 19	 Scenario: 0
energy: 2.09872	throughput: 128079.0
energy: 2.08988	throughput: 127943.0
energy: 2.09708	throughput: 128034.0
energy: 2.08988	throughput: 127943.0
energy: 2.08575	throughput: 118762.0
energy: 2.09174	throughput: 54.6667
energy: 2.09174	throughput: 54.6667
energy: 0.56783	throughput: 30621.0
energy: 0.581321	throughput: 30621.0
energy: 0.581321	throughput: 30621.0
energy: 0.632138	throughput: 128060.0
energy: 0.628905	throughput: 128071.0
energy: 0.64326	throughput: 127979.0
